DataHora,TemperaturaInterna,TemperaturaExterna,Ventilador,Aquecedor
2024-12-02 20:53:50.514738,27.68,29.88,0,0
2024-12-02 21:03:50.514738,27.74,29.6,0,0
2024-12-02 21:13:50.514738,27.79,29.29,0,0
2024-12-02 21:23:50.514738,27.78,29.75,0,0
2024-12-02 21:33:50.514738,27.86,30.0,0,0
2024-12-02 21:43:50.514738,27.82,30.0,0,0
2024-12-02 21:53:50.514738,27.87,29.56,0,0
2024-12-02 22:03:50.514738,27.9,29.74,0,0
2024-12-02 22:13:50.514738,27.87,29.97,0,0
2024-12-02 22:23:50.514738,27.82,29.55,0,0
2024-12-02 22:33:50.514738,27.74,29.74,0,0
2024-12-02 22:43:50.514738,27.75,30.0,0,0
2024-12-02 22:53:50.514738,27.73,30.0,0,0
2024-12-02 23:03:50.514738,27.81,30.0,0,0
2024-12-02 23:13:50.514738,27.74,29.76,0,0
2024-12-02 23:23:50.514738,27.81,30.0,0,0
2024-12-02 23:33:50.514738,27.82,29.98,0,0
2024-12-02 23:43:50.514738,27.88,29.64,0,0
2024-12-02 23:53:50.514738,27.9,29.31,0,0
2024-12-03 00:03:50.514738,27.83,29.48,0,0
2024-12-03 00:13:50.514738,27.9,29.6,0,0
2024-12-03 00:23:50.514738,27.84,29.37,0,0
2024-12-03 00:33:50.514738,27.87,29.24,0,0
2024-12-03 00:43:50.514738,27.93,29.69,0,0
2024-12-03 00:53:50.514738,27.86,29.67,0,0
2024-12-03 01:03:50.514738,27.93,29.94,0,0
2024-12-03 01:13:50.514738,27.87,30.0,0,0
2024-12-03 01:23:50.514738,27.81,29.63,0,0
2024-12-03 01:33:50.514738,27.71,29.52,0,0
2024-12-03 01:43:50.514738,27.75,29.88,0,0
2024-12-03 01:53:50.514738,27.76,30.0,0,0
2024-12-03 02:03:50.514738,27.71,29.66,0,0
2024-12-03 02:13:50.514738,27.8,29.39,0,0
2024-12-03 02:23:50.514738,27.84,29.73,0,0
2024-12-03 02:33:50.514738,27.86,29.86,0,0
2024-12-03 02:43:50.514738,27.9,30.0,0,0
2024-12-03 02:53:50.514738,27.91,30.0,0,0
2024-12-03 03:03:50.514738,27.99,30.0,0,0
2024-12-03 03:13:50.514738,27.94,30.0,1,0
2024-12-03 03:23:50.514738,27.85,29.97,0,0
2024-12-03 03:33:50.514738,27.78,30.0,0,0
2024-12-03 03:43:50.514738,27.8,29.84,0,0
2024-12-03 03:53:50.514738,27.82,30.0,0,0
2024-12-03 04:03:50.514738,27.91,29.78,0,0
2024-12-03 04:13:50.514738,27.95,29.48,0,0
2024-12-03 04:23:50.514738,27.95,29.34,0,0
2024-12-03 04:33:50.514738,27.93,29.42,1,0
2024-12-03 04:43:50.514738,27.85,29.73,0,0
2024-12-03 04:53:50.514738,27.78,30.0,0,0
2024-12-03 05:03:50.514738,27.8,30.0,0,0
2024-12-03 05:13:50.514738,27.83,30.0,0,0
2024-12-03 05:23:50.514738,27.81,30.0,0,0
2024-12-03 05:33:50.514738,27.81,30.0,0,0
2024-12-03 05:43:50.514738,27.73,30.0,0,0
2024-12-03 05:53:50.514738,27.79,30.0,0,0
2024-12-03 06:03:50.514738,27.78,29.98,0,0
2024-12-03 06:13:50.514738,27.71,29.77,0,0
2024-12-03 06:23:50.514738,27.81,29.47,0,0
2024-12-03 06:33:50.514738,27.87,29.33,0,0
2024-12-03 06:43:50.514738,27.87,29.38,0,0
2024-12-03 06:53:50.514738,27.96,29.51,0,0
2024-12-03 07:03:50.514738,27.92,29.95,0,0
2024-12-03 07:13:50.514738,27.93,30.0,0,0
2024-12-03 07:23:50.514738,27.9,30.0,0,0
2024-12-03 07:33:50.514738,27.9,30.0,0,0
2024-12-03 07:43:50.514738,27.92,30.0,0,0
2024-12-03 07:53:50.514738,27.86,29.53,0,0
2024-12-03 08:03:50.514738,27.94,29.85,0,0
2024-12-03 08:13:50.514738,27.9,29.61,1,0
2024-12-03 08:23:50.514738,27.87,29.14,0,0
2024-12-03 08:33:50.514738,27.87,29.29,0,0
2024-12-03 08:43:50.514738,27.86,29.15,0,0
2024-12-03 08:53:50.514738,27.92,29.29,0,0
2024-12-03 09:03:50.514738,27.84,29.46,0,0
2024-12-03 09:13:50.514738,27.94,29.4,0,0
2024-12-03 09:23:50.514738,27.95,29.21,0,0
2024-12-03 09:33:50.514738,27.96,29.12,0,0
2024-12-03 09:43:50.514738,27.98,28.88,0,0
2024-12-03 09:53:50.514738,27.95,29.26,0,0
2024-12-03 10:03:50.514738,27.99,29.04,0,0
2024-12-03 10:13:50.514738,27.93,28.88,1,0
2024-12-03 10:23:50.514738,27.91,28.59,0,0
2024-12-03 10:33:50.514738,27.87,28.32,0,0
2024-12-03 10:43:50.514738,27.85,28.46,0,0
2024-12-03 10:53:50.514738,27.86,28.58,0,0
2024-12-03 11:03:50.514738,27.78,28.12,0,0
2024-12-03 11:13:50.514738,27.72,28.16,0,0
2024-12-03 11:23:50.514738,27.77,28.46,0,0
2024-12-03 11:33:50.514738,27.71,28.22,0,0
2024-12-03 11:43:50.514738,27.76,28.03,0,0
2024-12-03 11:53:50.514738,27.75,28.25,0,0
2024-12-03 12:03:50.514738,27.73,28.66,0,0
2024-12-03 12:13:50.514738,27.81,29.02,0,0
2024-12-03 12:23:50.514738,27.85,29.28,0,0
2024-12-03 12:33:50.514738,27.84,29.43,0,0
2024-12-03 12:43:50.514738,27.93,29.61,0,0
2024-12-03 12:53:50.514738,27.96,29.7,0,0
2024-12-03 13:03:50.514738,27.96,29.49,0,0
2024-12-03 13:13:50.514738,27.96,29.84,0,0
2024-12-03 13:23:50.514738,27.98,30.0,0,0
2024-12-03 13:33:50.514738,27.96,30.0,1,0
2024-12-03 13:43:50.514738,27.92,29.67,1,0
2024-12-03 13:53:50.514738,27.94,29.64,0,0
2024-12-03 14:03:50.514738,27.9,29.92,0,0
2024-12-03 14:13:50.514738,27.88,29.87,0,0
2024-12-03 14:23:50.514738,27.92,30.0,0,0
2024-12-03 14:33:50.514738,27.84,30.0,0,0
2024-12-03 14:43:50.514738,27.8,30.0,0,0
2024-12-03 14:53:50.514738,27.72,30.0,0,0
2024-12-03 15:03:50.514738,27.72,30.0,0,0
2024-12-03 15:13:50.514738,27.79,29.61,0,0
2024-12-03 15:23:50.514738,27.84,30.0,0,0
2024-12-03 15:33:50.514738,27.86,30.0,0,0
2024-12-03 15:43:50.514738,27.79,29.98,0,0
2024-12-03 15:53:50.514738,27.73,30.0,0,0
2024-12-03 16:03:50.514738,27.77,29.76,0,0
2024-12-03 16:13:50.514738,27.81,29.38,0,0
2024-12-03 16:23:50.514738,27.75,29.55,0,0
2024-12-03 16:33:50.514738,27.8,29.25,0,0
2024-12-03 16:43:50.514738,27.72,29.12,0,0
2024-12-03 16:53:50.514738,27.73,29.06,0,0
2024-12-03 17:03:50.514738,27.75,29.36,0,0
2024-12-03 17:13:50.514738,27.73,28.87,0,0
2024-12-03 17:23:50.514738,27.76,29.3,0,0
2024-12-03 17:33:50.514738,27.77,29.08,0,0
2024-12-03 17:43:50.514738,27.82,29.31,0,0
2024-12-03 17:53:50.514738,27.73,29.62,0,0
2024-12-03 18:03:50.514738,27.75,29.59,0,0
2024-12-03 18:13:50.514738,27.65,29.72,0,0
2024-12-03 18:23:50.514738,27.66,29.51,0,0
2024-12-03 18:33:50.514738,27.57,29.87,0,0
2024-12-03 18:43:50.514738,27.53,29.84,0,0
2024-12-03 18:53:50.514738,27.6,29.73,0,0
2024-12-03 19:03:50.514738,27.52,30.0,0,0
2024-12-03 19:13:50.514738,27.55,30.0,0,1
2024-12-03 19:23:50.514738,27.6,30.0,0,1
2024-12-03 19:33:50.514738,27.53,30.0,0,0
2024-12-03 19:43:50.514738,27.56,30.0,0,0
2024-12-03 19:53:50.514738,27.6,30.0,0,0
2024-12-03 20:03:50.514738,27.65,30.0,0,0
2024-12-03 20:13:50.514738,27.74,30.0,0,0
2024-12-03 20:23:50.514738,27.8,29.71,0,0
2024-12-03 20:33:50.514738,27.78,30.0,0,0
2024-12-03 20:43:50.514738,27.68,30.0,0,0
2024-12-03 20:53:50.514738,27.63,30.0,0,0
2024-12-03 21:03:50.514738,27.6,29.95,0,0
2024-12-03 21:13:50.514738,27.54,30.0,0,0
2024-12-03 21:23:50.514738,27.59,29.52,0,1
2024-12-03 21:33:50.514738,27.57,29.69,0,0
2024-12-03 21:43:50.514738,27.5,29.61,0,0
2024-12-03 21:53:50.514738,27.54,30.0,0,0
2024-12-03 22:03:50.514738,27.64,30.0,0,0
2024-12-03 22:13:50.514738,27.58,30.0,0,0
2024-12-03 22:23:50.514738,27.58,30.0,0,1
2024-12-03 22:33:50.514738,27.64,30.0,0,0
2024-12-03 22:43:50.514738,27.59,29.93,0,0
2024-12-03 22:53:50.514738,27.59,30.0,0,0
2024-12-03 23:03:50.514738,27.67,29.93,0,0
2024-12-03 23:13:50.514738,27.62,30.0,0,0
2024-12-03 23:23:50.514738,27.53,29.89,0,0
2024-12-03 23:33:50.514738,27.55,29.7,0,1
2024-12-03 23:43:50.514738,27.54,29.37,0,0
2024-12-03 23:53:50.514738,27.62,29.61,0,0
2024-12-04 00:03:50.514738,27.55,29.9,0,0
2024-12-04 00:13:50.514738,27.51,30.0,0,0
2024-12-04 00:23:50.514738,27.59,29.79,0,1
2024-12-04 00:33:50.514738,27.54,29.53,0,0
2024-12-04 00:43:50.514738,27.57,29.42,0,1
2024-12-04 00:53:50.514738,27.64,29.42,0,0
2024-12-04 01:03:50.514738,27.6,29.04,0,0
2024-12-04 01:13:50.514738,27.65,29.22,0,0
2024-12-04 01:23:50.514738,27.58,29.39,0,0
2024-12-04 01:33:50.514738,27.55,28.97,0,0
2024-12-04 01:43:50.514738,27.56,29.43,0,0
2024-12-04 01:53:50.514738,27.61,29.91,0,0
2024-12-04 02:03:50.514738,27.65,29.66,0,0
2024-12-04 02:13:50.514738,27.55,30.0,0,0
2024-12-04 02:23:50.514738,27.6,30.0,0,1
2024-12-04 02:33:50.514738,27.68,29.85,0,0
2024-12-04 02:43:50.514738,27.63,30.0,0,0
2024-12-04 02:53:50.514738,27.66,30.0,0,0
2024-12-04 03:03:50.514738,27.63,30.0,0,0
2024-12-04 03:13:50.514738,27.57,30.0,0,0
2024-12-04 03:23:50.514738,27.63,29.74,0,0
2024-12-04 03:33:50.514738,27.59,30.0,0,0
2024-12-04 03:43:50.514738,27.58,30.0,0,0
2024-12-04 03:53:50.514738,27.61,30.0,0,0
2024-12-04 04:03:50.514738,27.55,29.92,0,0
2024-12-04 04:13:50.514738,27.64,29.53,0,0
2024-12-04 04:23:50.514738,27.73,29.65,0,0
2024-12-04 04:33:50.514738,27.74,30.0,0,0
2024-12-04 04:43:50.514738,27.7,29.62,0,0
2024-12-04 04:53:50.514738,27.64,29.98,0,0
2024-12-04 05:03:50.514738,27.74,29.56,0,0
2024-12-04 05:13:50.514738,27.82,29.15,0,0
2024-12-04 05:23:50.514738,27.77,29.14,0,0
2024-12-04 05:33:50.514738,27.7,29.28,0,0
2024-12-04 05:43:50.514738,27.69,29.25,0,0
2024-12-04 05:53:50.514738,27.62,29.55,0,0
2024-12-04 06:03:50.514738,27.59,29.91,0,0
2024-12-04 06:13:50.514738,27.68,30.0,0,0
2024-12-04 06:23:50.514738,27.61,29.85,0,0
2024-12-04 06:33:50.514738,27.56,29.49,0,0
2024-12-04 06:43:50.514738,27.53,29.28,0,0
2024-12-04 06:53:50.514738,27.58,29.49,0,0
2024-12-04 07:03:50.514738,27.63,29.84,0,0
2024-12-04 07:13:50.514738,27.64,30.0,0,0
2024-12-04 07:23:50.514738,27.54,29.98,0,0
2024-12-04 07:33:50.514738,27.56,30.0,0,1
2024-12-04 07:43:50.514738,27.56,30.0,0,0
2024-12-04 07:53:50.514738,27.57,29.57,0,1
2024-12-04 08:03:50.514738,27.59,29.67,0,0
2024-12-04 08:13:50.514738,27.67,30.0,0,0
2024-12-04 08:23:50.514738,27.77,29.75,0,0
2024-12-04 08:33:50.514738,27.77,29.58,0,0
2024-12-04 08:43:50.514738,27.75,29.24,0,0
2024-12-04 08:53:50.514738,27.78,29.46,0,0
2024-12-04 09:03:50.514738,27.77,29.91,0,0
2024-12-04 09:13:50.514738,27.68,29.65,0,0
2024-12-04 09:23:50.514738,27.75,30.0,0,0
2024-12-04 09:33:50.514738,27.66,29.85,0,0
2024-12-04 09:43:50.514738,27.76,29.38,0,0
2024-12-04 09:53:50.514738,27.68,28.94,0,0
2024-12-04 10:03:50.514738,27.63,28.89,0,0
2024-12-04 10:13:50.514738,27.58,28.83,0,0
2024-12-04 10:23:50.514738,27.61,29.02,0,0
2024-12-04 10:33:50.514738,27.52,29.2,0,0
2024-12-04 10:43:50.514738,27.57,29.52,0,0
2024-12-04 10:53:50.514738,27.58,29.81,0,0
2024-12-04 11:03:50.514738,27.59,29.56,0,0
2024-12-04 11:13:50.514738,27.56,29.99,0,0
2024-12-04 11:23:50.514738,27.57,30.0,0,0
2024-12-04 11:33:50.514738,27.65,30.0,0,0
2024-12-04 11:43:50.514738,27.59,29.55,0,0
2024-12-04 11:53:50.514738,27.55,29.62,0,0
2024-12-04 12:03:50.514738,27.6,29.49,0,1
2024-12-04 12:13:50.514738,27.63,29.97,0,0
2024-12-04 12:23:50.514738,27.63,29.88,0,0
2024-12-04 12:33:50.514738,27.56,30.0,0,0
2024-12-04 12:43:50.514738,27.6,29.64,0,0
2024-12-04 12:53:50.514738,27.52,30.0,0,0
2024-12-04 13:03:50.514738,27.5,29.98,0,0
2024-12-04 13:13:50.514738,27.54,30.0,0,1
2024-12-04 13:23:50.514738,27.59,30.0,0,0
2024-12-04 13:33:50.514738,27.63,30.0,0,0
2024-12-04 13:43:50.514738,27.63,29.84,0,0
2024-12-04 13:53:50.514738,27.56,29.62,0,0
2024-12-04 14:03:50.514738,27.59,29.91,0,0
2024-12-04 14:13:50.514738,27.67,29.63,0,0
2024-12-04 14:23:50.514738,27.65,29.67,0,0
2024-12-04 14:33:50.514738,27.61,29.73,0,0
2024-12-04 14:43:50.514738,27.65,29.66,0,0
2024-12-04 14:53:50.514738,27.67,29.34,0,0
2024-12-04 15:03:50.514738,27.69,29.47,0,0
2024-12-04 15:13:50.514738,27.59,28.98,0,0
2024-12-04 15:23:50.514738,27.59,29.47,0,1
2024-12-04 15:33:50.514738,27.69,29.29,0,0
2024-12-04 15:43:50.514738,27.7,29.34,0,0
2024-12-04 15:53:50.514738,27.62,29.06,0,0
2024-12-04 16:03:50.514738,27.6,28.9,0,0
2024-12-04 16:13:50.514738,27.63,28.77,0,0
2024-12-04 16:23:50.514738,27.65,28.36,0,0
2024-12-04 16:33:50.514738,27.73,28.28,0,0
2024-12-04 16:43:50.514738,27.79,27.87,0,0
2024-12-04 16:53:50.514738,27.78,28.09,0,0
2024-12-04 17:03:50.514738,27.73,28.26,0,0
2024-12-04 17:13:50.514738,27.79,27.83,0,0
2024-12-04 17:23:50.514738,27.73,28.14,0,0
2024-12-04 17:33:50.514738,27.82,28.48,0,0
2024-12-04 17:43:50.514738,27.86,28.27,0,0
2024-12-04 17:53:50.514738,27.88,28.65,0,0
2024-12-04 18:03:50.514738,27.81,28.32,0,0
2024-12-04 18:13:50.514738,27.87,28.65,0,0
2024-12-04 18:23:50.514738,27.89,29.01,0,0
2024-12-04 18:33:50.514738,27.81,28.67,0,0
2024-12-04 18:43:50.514738,27.78,29.12,0,0
2024-12-04 18:53:50.514738,27.74,28.96,0,0
2024-12-04 19:03:50.514738,27.73,28.88,0,0
2024-12-04 19:13:50.514738,27.69,29.05,0,0
2024-12-04 19:23:50.514738,27.63,28.88,0,0
2024-12-04 19:33:50.514738,27.64,28.92,0,0
2024-12-04 19:43:50.514738,27.67,29.25,0,0
2024-12-04 19:53:50.514738,27.75,29.21,0,0
2024-12-04 20:03:50.514738,27.81,28.95,0,0
2024-12-04 20:13:50.514738,27.79,28.68,0,0
2024-12-04 20:23:50.514738,27.73,28.95,0,0
2024-12-04 20:33:50.514738,27.63,28.89,0,0
2024-12-04 20:43:50.514738,27.57,28.42,0,0
2024-12-04 20:53:50.514738,27.67,28.41,0,0
2024-12-04 21:03:50.514738,27.7,28.61,0,0
2024-12-04 21:13:50.514738,27.63,29.08,0,0
2024-12-04 21:23:50.514738,27.62,28.97,0,0
2024-12-04 21:33:50.514738,27.61,28.51,0,0
2024-12-04 21:43:50.514738,27.64,28.06,0,0
2024-12-04 21:53:50.514738,27.66,27.73,0,0
2024-12-04 22:03:50.514738,27.65,27.57,0,0
2024-12-04 22:13:50.514738,27.73,27.36,0,0
2024-12-04 22:23:50.514738,27.74,27.63,0,0
2024-12-04 22:33:50.514738,27.7,27.74,0,0
2024-12-04 22:43:50.514738,27.67,27.66,0,0
2024-12-04 22:53:50.514738,27.75,27.61,0,0
2024-12-04 23:03:50.514738,27.8,27.78,0,0
2024-12-04 23:13:50.514738,27.82,27.93,0,0
2024-12-04 23:23:50.514738,27.87,27.66,0,0
2024-12-04 23:33:50.514738,27.84,27.76,0,0
2024-12-04 23:43:50.514738,27.76,27.31,0,0
2024-12-04 23:53:50.514738,27.75,27.77,0,0
2024-12-05 00:03:50.514738,27.72,27.44,0,0
2024-12-05 00:13:50.514738,27.8,27.84,0,0
2024-12-05 00:23:50.514738,27.82,27.67,0,0
2024-12-05 00:33:50.514738,27.74,28.12,0,0
2024-12-05 00:43:50.514738,27.68,27.69,0,0
2024-12-05 00:53:50.514738,27.72,27.96,0,0
2024-12-05 01:03:50.514738,27.65,28.3,0,0
2024-12-05 01:13:50.514738,27.55,28.31,0,0
2024-12-05 01:23:50.514738,27.57,27.95,0,0
2024-12-05 01:33:50.514738,27.6,28.24,0,0
2024-12-05 01:43:50.514738,27.65,28.31,0,0
2024-12-05 01:53:50.514738,27.56,28.05,0,0
2024-12-05 02:03:50.514738,27.58,27.95,0,1
2024-12-05 02:13:50.514738,27.58,27.81,0,1
2024-12-05 02:23:50.514738,27.51,27.44,0,0
2024-12-05 02:33:50.514738,27.52,27.8,0,0
2024-12-05 02:43:50.514738,27.53,28.05,0,1
2024-12-05 02:53:50.514738,27.54,28.55,0,1
2024-12-05 03:03:50.514738,27.6,28.09,0,0
2024-12-05 03:13:50.514738,27.69,28.23,0,0
2024-12-05 03:23:50.514738,27.65,28.55,0,0
2024-12-05 03:33:50.514738,27.64,28.33,0,0
2024-12-05 03:43:50.514738,27.71,27.93,0,0
2024-12-05 03:53:50.514738,27.81,27.96,0,0
2024-12-05 04:03:50.514738,27.71,27.68,0,0
2024-12-05 04:13:50.514738,27.65,27.76,0,0
2024-12-05 04:23:50.514738,27.68,27.52,0,0
2024-12-05 04:33:50.514738,27.71,27.43,0,0
2024-12-05 04:43:50.514738,27.78,27.05,0,0
2024-12-05 04:53:50.514738,27.75,27.26,0,0
2024-12-05 05:03:50.514738,27.65,26.93,0,0
2024-12-05 05:13:50.514738,27.63,27.13,0,0
2024-12-05 05:23:50.514738,27.6,27.22,0,0
2024-12-05 05:33:50.514738,27.56,26.85,0,0
2024-12-05 05:43:50.514738,27.57,26.64,0,1
2024-12-05 05:53:50.514738,27.58,27.07,0,1
2024-12-05 06:03:50.514738,27.66,26.68,0,0
2024-12-05 06:13:50.514738,27.58,26.97,0,0
2024-12-05 06:23:50.514738,27.57,27.4,0,0
2024-12-05 06:33:50.514738,27.67,27.18,0,0
2024-12-05 06:43:50.514738,27.72,27.37,0,0
2024-12-05 06:53:50.514738,27.82,27.66,0,0
2024-12-05 07:03:50.514738,27.91,27.72,0,0
2024-12-05 07:13:50.514738,27.9,27.39,0,0
2024-12-05 07:23:50.514738,27.84,27.11,0,0
2024-12-05 07:33:50.514738,27.76,27.01,0,0
2024-12-05 07:43:50.514738,27.81,27.22,0,0
2024-12-05 07:53:50.514738,27.87,27.22,0,0
2024-12-05 08:03:50.514738,27.9,27.26,0,0
2024-12-05 08:13:50.514738,27.93,27.62,0,0
2024-12-05 08:23:50.514738,27.92,28.06,0,0
2024-12-05 08:33:50.514738,27.98,27.59,0,0
2024-12-05 08:43:50.514738,27.96,27.93,0,0
2024-12-05 08:53:50.514738,27.91,28.15,1,0
2024-12-05 09:03:50.514738,27.91,27.74,0,0
2024-12-05 09:13:50.514738,27.94,27.26,0,0
2024-12-05 09:23:50.514738,28.0,26.94,0,0
2024-12-05 09:33:50.514738,27.91,26.67,1,0
2024-12-05 09:43:50.514738,27.97,26.2,0,0
2024-12-05 09:53:50.514738,28.0,26.33,0,0
2024-12-05 10:03:50.514738,27.95,26.04,1,0
2024-12-05 10:13:50.514738,27.86,26.27,0,0
2024-12-05 10:23:50.514738,27.84,26.08,0,0
2024-12-05 10:33:50.514738,27.8,26.46,0,0
2024-12-05 10:43:50.514738,27.85,26.08,0,0
2024-12-05 10:53:50.514738,27.79,26.12,0,0
2024-12-05 11:03:50.514738,27.76,25.86,0,0
2024-12-05 11:13:50.514738,27.67,25.97,0,0
2024-12-05 11:23:50.514738,27.64,25.58,0,0
2024-12-05 11:33:50.514738,27.55,25.6,0,0
2024-12-05 11:43:50.514738,27.56,25.88,0,1
2024-12-05 11:53:50.514738,27.58,25.62,0,1
2024-12-05 12:03:50.514738,27.63,25.86,0,0
2024-12-05 12:13:50.514738,27.67,25.51,0,0
2024-12-05 12:23:50.514738,27.74,25.8,0,0
2024-12-05 12:33:50.514738,27.82,26.19,0,0
2024-12-05 12:43:50.514738,27.74,26.2,0,0
2024-12-05 12:53:50.514738,27.79,26.6,0,0
2024-12-05 13:03:50.514738,27.8,27.09,0,0
2024-12-05 13:13:50.514738,27.76,26.85,0,0
2024-12-05 13:23:50.514738,27.78,26.89,0,0
2024-12-05 13:33:50.514738,27.86,26.49,0,0
2024-12-05 13:43:50.514738,27.79,26.5,0,0
2024-12-05 13:53:50.514738,27.87,26.22,0,0
2024-12-05 14:03:50.514738,27.89,26.07,0,0
2024-12-05 14:13:50.514738,27.93,26.17,0,0
2024-12-05 14:23:50.514738,27.97,26.04,0,0
2024-12-05 14:33:50.514738,27.96,25.79,1,0
2024-12-05 14:43:50.514738,27.96,25.51,0,0
2024-12-05 14:53:50.514738,27.89,25.75,0,0
2024-12-05 15:03:50.514738,27.96,26.09,0,0
2024-12-05 15:13:50.514738,27.87,26.06,0,0
2024-12-05 15:23:50.514738,27.79,25.74,0,0
2024-12-05 15:33:50.514738,27.82,25.7,0,0
2024-12-05 15:43:50.514738,27.74,25.25,0,0
2024-12-05 15:53:50.514738,27.84,25.43,0,0
2024-12-05 16:03:50.514738,27.75,25.86,0,0
2024-12-05 16:13:50.514738,27.67,26.34,0,0
2024-12-05 16:23:50.514738,27.73,26.41,0,0
2024-12-05 16:33:50.514738,27.76,25.94,0,0
2024-12-05 16:43:50.514738,27.82,25.88,0,0
2024-12-05 16:53:50.514738,27.77,26.36,0,0
2024-12-05 17:03:50.514738,27.69,26.03,0,0
2024-12-05 17:13:50.514738,27.61,26.51,0,0
2024-12-05 17:23:50.514738,27.63,26.89,0,0
2024-12-05 17:33:50.514738,27.58,26.5,0,0
2024-12-05 17:43:50.514738,27.57,27.0,0,0
2024-12-05 17:53:50.514738,27.6,27.43,0,1
2024-12-05 18:03:50.514738,27.54,27.29,0,0
2024-12-05 18:13:50.514738,27.52,27.77,0,0
2024-12-05 18:23:50.514738,27.53,27.43,0,1
2024-12-05 18:33:50.514738,27.59,27.72,0,1
2024-12-05 18:43:50.514738,27.6,27.82,0,0
2024-12-05 18:53:50.514738,27.65,28.07,0,0
2024-12-05 19:03:50.514738,27.59,27.58,0,0
2024-12-05 19:13:50.514738,27.58,27.1,0,0
2024-12-05 19:23:50.514738,27.56,27.42,0,0
2024-12-05 19:33:50.514738,27.58,27.84,0,1
2024-12-05 19:43:50.514738,27.51,27.69,0,0
2024-12-05 19:53:50.514738,27.56,27.93,0,1
2024-12-05 20:03:50.514738,27.58,28.36,0,1
2024-12-05 20:13:50.514738,27.59,28.12,0,0
2024-12-05 20:23:50.514738,27.52,28.39,0,0
2024-12-05 20:33:50.514738,27.55,28.75,0,0
2024-12-05 20:43:50.514738,27.56,28.56,0,0
2024-12-05 20:53:50.514738,27.64,28.94,0,0
2024-12-05 21:03:50.514738,27.6,28.62,0,0
2024-12-05 21:13:50.514738,27.53,28.27,0,0
2024-12-05 21:23:50.514738,27.53,27.96,0,0
2024-12-05 21:33:50.514738,27.56,27.89,0,1
2024-12-05 21:43:50.514738,27.58,28.33,0,0
2024-12-05 21:53:50.514738,27.68,28.12,0,0
2024-12-05 22:03:50.514738,27.67,27.85,0,0
2024-12-05 22:13:50.514738,27.61,27.69,0,0
2024-12-05 22:23:50.514738,27.61,27.67,0,0
2024-12-05 22:33:50.514738,27.62,27.26,0,0
2024-12-05 22:43:50.514738,27.62,27.17,0,0
2024-12-05 22:53:50.514738,27.7,27.01,0,0
2024-12-05 23:03:50.514738,27.61,27.35,0,0
2024-12-05 23:13:50.514738,27.64,27.41,0,0
2024-12-05 23:23:50.514738,27.73,27.85,0,0
2024-12-05 23:33:50.514738,27.66,28.32,0,0
2024-12-05 23:43:50.514738,27.63,27.86,0,0
2024-12-05 23:53:50.514738,27.58,27.65,0,0
2024-12-06 00:03:50.514738,27.6,27.51,0,0
2024-12-06 00:13:50.514738,27.66,27.31,0,0
2024-12-06 00:23:50.514738,27.7,27.35,0,0
2024-12-06 00:33:50.514738,27.69,27.1,0,0
